tab 	samples
azimuth	citations	criteria	description	dip	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	lon	method_codes	orientation_quality	result_quality	sample	site	specimens
	This study	DE-SPEC	sample direction.		166.5	-52.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv56c	sv56	sv56c1
16.7	This study			-65									Igneous	Lava Flow	35.3417	Basalt	247.8424	FS-FD:SO-POM:SO-SUN	g		sv56d	sv56	
	This study	DE-SPEC	sample direction.		167.2	-51.4	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv56d	sv56	sv56d2
290.4	This study			-82									Igneous	Lava Flow	35.3417	Basalt	247.8424	FS-FD:SO-POM:SO-SUN	g		sv56e	sv56	
	This study		sample direction.		193.1	35.2	1	0	1			0						DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF			sv56e	sv56	sv56e1
294.2	This study			-74									Igneous	Lava Flow	35.3417	Basalt	247.8424	FS-FD:SO-POM:SO-SUN	g		sv56f	sv56	
268.5	This study			-78									Igneous	Lava Flow	35.3417	Basalt	247.8424	FS-FD:SO-POM:SO-SUN	g		sv56g	sv56	
281.6	This study			-74.5									Igneous	Lava Flow	35.3417	Basalt	247.8424	FS-FD:SO-POM:SO-SUN	g		sv56h	sv56	
	This study	DE-SPEC	sample direction.		352.7	-26.4	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv56h	sv56	sv56h1
278.4	This study			-69.5									Igneous	Lava Flow	35.3417	Basalt	247.8424	FS-FD:SO-POM:SO-SUN	g		sv56i	sv56	
274.6	This study			-66.5									Igneous	Lava Flow	35.3417	Basalt	247.8424	FS-FD:SO-POM:SO-SUN	g		sv56j	sv56	
274.8	This study			-69.5									Igneous	Lava Flow	35.3417	Basalt	247.8424	FS-FD:SO-POM:SO-SUN	g		sv56k	sv56	
283.9	This study			-27									Igneous	Lava Flow	35.3417	Basalt	247.8424	FS-FD:SO-POM:SO-SUN	g		sv56l	sv56	
276.6	This study			-57									Igneous	Lava Flow	35.3417	Basalt	247.8424	FS-FD:SO-POM:SO-SUN	g		sv56n	sv56	
222.7	This study			-82.5									Igneous	Lava Flow	35.26	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv57a	sv57	
	This study	DE-SPEC	sample direction.		198	-53.8	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv57a	sv57	sv57a1
231	This study			-70.5									Igneous	Lava Flow	35.26	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv57b	sv57	
269.9	This study			-63									Igneous	Lava Flow	35.26	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv57c	sv57	
	This study	DE-SPEC	sample direction.		194.9	-54.2	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv57c	sv57	sv57c1
283.2	This study			-69.5									Igneous	Lava Flow	35.26	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv57d	sv57	
	This study	DE-SPEC	sample direction.		187.6	-57	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv57d	sv57	sv57d1
310.5	This study			-47									Igneous	Lava Flow	35.26	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv57e	sv57	
321	This study			-46.5									Igneous	Lava Flow	35.26	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv57f	sv57	
308.1	This study			-92									Igneous	Lava Flow	35.26	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv57g	sv57	
252.6	This study			-49									Igneous	Lava Flow	35.26	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv57h	sv57	
222.9	This study			-75									Igneous	Lava Flow	35.26	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv57i	sv57	
219.7	This study			-67									Igneous	Lava Flow	35.26	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv57j	sv57	
206	This study			-52									Igneous	Lava Flow	35.26	Basalt	247.7564	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv57k	sv57	
	This study	DE-SPEC	sample direction.		203	-14.6	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF			sv57k	sv57	sv57k1
253	This study			-37									Igneous	Lava Flow	35.26	Basalt	247.7564	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv57l	sv57	
	This study	DE-SPEC	sample direction.		210.3	-49.6	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF			sv57l	sv57	sv57l2
238.2	This study			-81.5									Igneous	Lava Flow	35.2603	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv58a	sv58	
	This study	DE-SPEC	sample direction.		181.6	-63.7	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv58a	sv58	sv58a1
229.1	This study			-80									Igneous	Lava Flow	35.2603	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv58b	sv58	
226.5	This study			-86									Igneous	Lava Flow	35.2603	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv58c	sv58	
225.8	This study			-71									Igneous	Lava Flow	35.2603	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv58d	sv58	
	This study	DE-SPEC	sample direction.		176.7	-60	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv58d	sv58	sv58d1
253.9	This study			-80.5									Igneous	Lava Flow	35.2603	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv58e	sv58	
244.6	This study			-80									Igneous	Lava Flow	35.2603	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv58f	sv58	
221.9	This study			-69.5									Igneous	Lava Flow	35.2603	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv58g	sv58	
	This study	DE-SPEC	sample direction.		182.5	-60	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv58g	sv58	sv58g1
221.7	This study			-72									Igneous	Lava Flow	35.2603	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv58h	sv58	
254.1	This study			-106.5									Igneous	Lava Flow	35.2603	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv58i	sv58	
254	This study			-96.5									Igneous	Lava Flow	35.2603	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv58j	sv58	
243.9	This study			-83									Igneous	Lava Flow	35.2603	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv58k	sv58	
	This study	DE-SPEC	sample direction.		188	-65.2	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv58k	sv58	sv58k1
242.8	This study			-83.5									Igneous	Lava Flow	35.2603	Basalt	247.7564	FS-FD:SO-POM:SO-SUN	g		sv58l	sv58	
37.1	This study			-57									Igneous	Lava Flow	35.2542	Basalt	247.9934	FS-FD:SO-POM:SO-SUN	g		sv59a	sv59	
	This study	DE-SPEC	sample direction.		181	-51.7	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv59a	sv59	sv59a1
46.9	This study			-52									Igneous	Lava Flow	35.2542	Basalt	247.9934	FS-FD:SO-POM:SO-SUN	g		sv59b	sv59	
38.6	This study			-38									Igneous	Lava Flow	35.2542	Basalt	247.9934	FS-FD:SO-POM:SO-SUN	g		sv59c	sv59	
52.4	This study			-36.5									Igneous	Lava Flow	35.2542	Basalt	247.9934	FS-FD:SO-POM:SO-SUN	g		sv59d	sv59	
19.9	This study			-57									Igneous	Lava Flow	35.2542	Basalt	247.9934	FS-FD:SO-POM:SO-SUN	g		sv59e	sv59	
33.2	This study			-50									Igneous	Lava Flow	35.2542	Basalt	247.9934	FS-FD:SO-POM:SO-SUN	g		sv59f	sv59	
	This study	DE-SPEC	sample direction.		179.6	-53.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv59f	sv59	sv59f1
24.3	This study			-63									Igneous	Lava Flow	35.2542	Basalt	247.9934	FS-FD:SO-POM:SO-SUN	g		sv59g	sv59	
	This study	DE-SPEC	sample direction.		178.4	-52	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv59g	sv59	sv59g1
35.3	This study			-63.5									Igneous	Lava Flow	35.2542	Basalt	247.9934	FS-FD:SO-POM:SO-SUN	g		sv59h	sv59	
46.6	This study			-73.5									Igneous	Lava Flow	35.2542	Basalt	247.9934	FS-FD:SO-POM:SO-SUN	g		sv59i	sv59	
51.8	This study			-62									Igneous	Lava Flow	35.2542	Basalt	247.9934	FS-FD:SO-POM:SO-SUN	g		sv59j	sv59	
	This study	DE-SPEC	sample direction.		176.4	-48.3	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv59j	sv59	sv59j1
325.7	This study			-81									Igneous	Lava Flow	35.2542	Basalt	247.9934	FS-FD:SO-POM:SO-SUN	g		sv59k	sv59	
322	This study			-57									Igneous	Lava Flow	35.2542	Basalt	247.9934	FS-FD:SO-POM:SO-SUN	g		sv59l	sv59	
18.4	This study			-19									Igneous	Lava Flow	35.2535	Basalt	248.0864	FS-FD:SO-POM:SO-SUN	g		sv60a	sv60	
	This study	DE-SPEC	sample direction.		219.1	-21	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv60a	sv60	sv60a1
14.8	This study			-19									Igneous	Lava Flow	35.2535	Basalt	248.0864	FS-FD:SO-POM:SO-SUN	g		sv60b	sv60	
335.7	This study			-28									Igneous	Lava Flow	35.2535	Basalt	248.0864	FS-FD:SO-POM:SO-SUN	g		sv60c	sv60	
	This study	DE-SPEC	sample direction.		179.5	-28.9	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv60c	sv60	sv60c1
351.9	This study			-20									Igneous	Lava Flow	35.2535	Basalt	248.0864	FS-FD:SO-POM:SO-SUN	g		sv60d	sv60	
8.4	This study			-65									Igneous	Lava Flow	35.2535	Basalt	248.0864	FS-FD:SO-POM:SO-SUN	g		sv60e	sv60	
42.6	This study			-46									Igneous	Lava Flow	35.2535	Basalt	248.0864	FS-FD:SO-POM:SO-SUN	g		sv60f	sv60	
45.1	This study			-43									Igneous	Lava Flow	35.2535	Basalt	248.0864	FS-FD:SO-POM:SO-SUN	g		sv60g	sv60	
2.5	This study			-58									Igneous	Lava Flow	35.2535	Basalt	248.0864	FS-FD:SO-POM:SO-SUN	g		sv60h	sv60	
345.8	This study			-36									Igneous	Lava Flow	35.2535	Basalt	248.0864	FS-FD:SO-POM:SO-SUN	g		sv60i	sv60	
341.8	This study			-28									Igneous	Lava Flow	35.2535	Basalt	248.0864	FS-FD:SO-POM:SO-SUN	g		sv60j	sv60	
14.7	This study			-23									Igneous	Lava Flow	35.2535	Basalt	248.0864	FS-FD:SO-POM:SO-SUN	g		sv60k	sv60	
17.3	This study			-51									Igneous	Lava Flow	35.2031	Basalt	248.2362	FS-FD:SO-POM:SO-SUN	g		sv61a	sv61	
	This study	DE-SPEC	sample direction.		163.3	61	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv61a	sv61	sv61a1
21.3	This study			-53									Igneous	Lava Flow	35.2031	Basalt	248.2362	FS-FD:SO-POM:SO-SUN	g		sv61b	sv61	
4.4	This study			-51									Igneous	Lava Flow	35.2031	Basalt	248.2362	FS-FD:SO-POM:SO-SUN	g		sv61c	sv61	
	This study		sample direction.		264.2	2.6	1	0	1			0						DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF			sv61c	sv61	sv61c1
4.5	This study			-79									Igneous	Lava Flow	35.2031	Basalt	248.2362	FS-FD:SO-POM:SO-SUN	g		sv61d	sv61	
12	This study			-62.5									Igneous	Lava Flow	35.2031	Basalt	248.2362	FS-FD:SO-POM:SO-SUN	g		sv61e	sv61	
16.1	This study			-60									Igneous	Lava Flow	35.2031	Basalt	248.2362	FS-FD:SO-POM:SO-SUN	g		sv61f	sv61	
17.2	This study			-48.5									Igneous	Lava Flow	35.2031	Basalt	248.2362	FS-FD:SO-POM:SO-SUN	g		sv61g	sv61	
	This study	DE-SPEC	sample direction.		348.2	63.4	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv61g	sv61	sv61g1
28.7	This study			-65									Igneous	Lava Flow	35.2031	Basalt	248.2362	FS-FD:SO-POM:SO-SUN	g		sv61h	sv61	
64.9	This study			-56									Igneous	Lava Flow	35.2031	Basalt	248.2362	FS-FD:SO-POM:SO-SUN	g		sv61i	sv61	
	This study	DE-SPEC	sample direction.		356.8	54.4	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv61i	sv61	sv61i1
46.9	This study			-65									Igneous	Lava Flow	35.2078	Basalt	248.2294	FS-FD:SO-POM:SO-SUN	g		sv62a	sv62	
49	This study			-51.5									Igneous	Lava Flow	35.2078	Basalt	248.2294	FS-FD:SO-POM:SO-SUN	g		sv62b	sv62	
	This study		sample direction.		68.8	19.6	1	0	1			0						DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF			sv62b	sv62	sv62b1
42.4	This study			-61.5									Igneous	Lava Flow	35.2078	Basalt	248.2294	FS-FD:SO-POM:SO-SUN	g		sv62c	sv62	
33.3	This study			-56									Igneous	Lava Flow	35.2078	Basalt	248.2294	FS-FD:SO-POM:SO-SUN	g		sv62d	sv62	
	This study		sample direction.		345.3	-35.3	1	0	1			0						DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF			sv62d	sv62	sv62d1
64.9	This study			-94									Igneous	Lava Flow	35.2078	Basalt	248.2294	FS-FD:SO-POM:SO-SUN	g		sv62e	sv62	
105.6	This study			-52.5									Igneous	Lava Flow	35.2078	Basalt	248.2294	FS-FD:SO-POM:SO-SUN	g		sv62f	sv62	
46.4	This study			-92.5									Igneous	Lava Flow	35.2078	Basalt	248.2294	FS-FD:SO-POM:SO-SUN	g		sv62g	sv62	
	This study		sample direction.		127.1	35.1	1	0	1			0						DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF			sv62g	sv62	sv62g1
48.7	This study			-84									Igneous	Lava Flow	35.2078	Basalt	248.2294	FS-FD:SO-POM:SO-SUN	g		sv62h	sv62	
61.1	This study			-73.5									Igneous	Lava Flow	35.2078	Basalt	248.2294	FS-FD:SO-POM:SO-SUN	g		sv62i	sv62	
20.4	This study			-45.5									Igneous	Lava Flow	35.2078	Basalt	248.2294	FS-FD:SO-POM:SO-SUN	g		sv62j	sv62	
62.1	This study			-64									Igneous	Lava Flow	35.2078	Basalt	248.2294	FS-FD:SO-POM:SO-SUN	g		sv62k	sv62	
330.7	This study			-36									Igneous	Lava Flow	35.2582	Basalt	247.9165	FS-FD:SO-POM:SO-SUN	g		sv63a	sv63	
	This study	DE-SPEC	sample direction.		354.9	43.6	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv63a	sv63	sv63a1
304	This study			-31.5									Igneous	Lava Flow	35.2582	Basalt	247.9165	FS-FD:SO-POM:SO-SUN	g		sv63b	sv63	
34.3	This study			-38									Igneous	Lava Flow	35.2582	Basalt	247.9165	FS-FD:SO-POM:SO-SUN	g		sv63c	sv63	
337.8	This study			-28									Igneous	Lava Flow	35.2582	Basalt	247.9165	FS-FD:SO-POM:SO-SUN	g		sv63d	sv63	
339.1	This study			-39									Igneous	Lava Flow	35.2582	Basalt	247.9165	FS-FD:SO-POM:SO-SUN	g		sv63e	sv63	
341.3	This study			-56.5									Igneous	Lava Flow	35.2582	Basalt	247.9165	FS-FD:SO-POM:SO-SUN	g		sv63f	sv63	
	This study	DE-SPEC	sample direction.		353	48	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv63f	sv63	sv63f1
11.4	This study			-50									Igneous	Lava Flow	35.2582	Basalt	247.9165	FS-FD:SO-POM:SO-SUN	g		sv63g	sv63	
12.7	This study			-80									Igneous	Lava Flow	35.2582	Basalt	247.9165	FS-FD:SO-POM:SO-SUN	g		sv63h	sv63	
	This study	DE-SPEC	sample direction.		351.9	46.4	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv63h	sv63	sv63h1
342.9	This study			-67.5									Igneous	Lava Flow	35.2582	Basalt	247.9165	FS-FD:SO-POM:SO-SUN	g		sv63i	sv63	
2.2	This study			-71									Igneous	Lava Flow	35.2582	Basalt	247.9165	FS-FD:SO-POM:SO-SUN	g		sv63j	sv63	
	This study	DE-SPEC	sample direction.		346.5	42.3	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv63j	sv63	sv63j1
102.7	This study			-60.5									Igneous	Lava Flow	35.2569	Basalt	248.0685	FS-FD:SO-POM:SO-SUN	g		sv64a	sv64	
178.6	This study			-59									Igneous	Lava Flow	35.2569	Basalt	248.0685	FS-FD:SO-POM:SO-SUN	g		sv64b	sv64	
	This study	DE-SPEC	sample direction.		173.1	-51.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv64b	sv64	sv64b1
179.5	This study			-51									Igneous	Lava Flow	35.2569	Basalt	248.0685	FS-FD:SO-POM:SO-SUN	g		sv64c	sv64	
	This study	DE-SPEC	sample direction.		185.3	-45.3	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv64c	sv64	sv64c2
171.9	This study			-52.5									Igneous	Lava Flow	35.2569	Basalt	248.0685	FS-FD:SO-POM:SO-SUN	g		sv64d	sv64	
204.7	This study			-63									Igneous	Lava Flow	35.2569	Basalt	248.0685	FS-FD:SO-POM:SO-SUN	g		sv64e	sv64	
	This study	DE-SPEC	sample direction.		162.4	-53	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv64e	sv64	sv64e1
202.4	This study			-67									Igneous	Lava Flow	35.2569	Basalt	248.0685	FS-FD:SO-POM:SO-SUN	g		sv64f	sv64	
208.8	This study			-61									Igneous	Lava Flow	35.2569	Basalt	248.0685	FS-FD:SO-POM:SO-SUN	g		sv64g	sv64	
	This study	DE-SPEC	sample direction.		167.9	-53.7	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv64g	sv64	sv64g1
200.4	This study			-46.5									Igneous	Lava Flow	35.2569	Basalt	248.0685	FS-FD:SO-POM:SO-SUN	g		sv64h	sv64	
	This study	DE-SPEC	sample direction.		165.5	-52.9	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv64h	sv64	sv64h1
198.5	This study			-50.5									Igneous	Lava Flow	35.2569	Basalt	248.0685	FS-FD:SO-POM:SO-SUN	g		sv64i	sv64	
	This study	DE-SPEC	sample direction.		165.9	-52.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv64i	sv64	sv64i1
196.5	This study			-58.5									Igneous	Lava Flow	35.2569	Basalt	248.0685	FS-FD:SO-POM:SO-SUN	g		sv64j	sv64	
186.3	This study			-31									Igneous	Lava Flow	35.2569	Basalt	248.0685	FS-FD:SO-POM:SO-SUN	g		sv64k	sv64	
327	This study			-49									Igneous	Lava Flow	35.4088	Basalt	248.5854	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv65a	sv65	
	This study	DE-SPEC	sample direction.		32.7	65	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF			sv65a	sv65	sv65a1
335	This study			-51									Igneous	Lava Flow	35.4088	Basalt	248.5854	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv65b	sv65	
343	This study			-68									Igneous	Lava Flow	35.4088	Basalt	248.5854	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv65c	sv65	
	This study	DE-SPEC	sample direction.		33.1	49.7	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF			sv65c	sv65	sv65c1
345	This study			-57									Igneous	Lava Flow	35.4088	Basalt	248.5854	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv65d	sv65	
	This study	DE-SPEC	sample direction.		25.9	45	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF			sv65d	sv65	sv65d1
357	This study			-54									Igneous	Lava Flow	35.4088	Basalt	248.5854	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv65e	sv65	
	This study	DE-SPEC	sample direction.		29.9	58.3	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF			sv65e	sv65	sv65e1
348.2	This study			-41									Igneous	Lava Flow	35.4088	Basalt	248.5854	FS-FD:SO-POM:SO-SUN	g		sv65f	sv65	
1.9	This study			-41.5									Igneous	Lava Flow	35.4088	Basalt	248.5854	FS-FD:SO-POM:SO-SUN	g		sv65g	sv65	
	This study		sample direction.		289.8	10.4	1	0	1			0						DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF			sv65g	sv65	sv65g1
27	This study			-62.5									Igneous	Lava Flow	35.4088	Basalt	248.5854	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv65h	sv65	
18	This study			-48.5									Igneous	Lava Flow	35.4088	Basalt	248.5854	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv65i	sv65	
23.4	This study			-49									Igneous	Lava Flow	35.4088	Basalt	248.5854	FS-FD:SO-POM:SO-SUN	g		sv65j	sv65	
20	This study			-35									Igneous	Lava Flow	35.4088	Basalt	248.5854	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv65k	sv65	
44	This study			-50									Igneous	Lava Flow	35.4088	Basalt	248.5854	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv65l	sv65	
