tab 	samples
azimuth	citations	criteria	description	dip	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	lon	method_codes	orientation_quality	result_quality	sample	site	specimens
85	This study			-49									Igneous	Lava Flow	35.263	Basalt	248.174	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv11e	sv11	
79	This study			-51									Igneous	Lava Flow	35.263	Basalt	248.174	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv11f	sv11	
83	This study			-71									Igneous	Lava Flow	35.263	Basalt	248.174	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv11g	sv11	
65	This study			-64									Igneous	Lava Flow	35.263	Basalt	248.174	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv11h	sv11	
63	This study			-59.5									Igneous	Lava Flow	35.263	Basalt	248.174	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv11j	sv11	
65	This study			-51									Igneous	Lava Flow	35.263	Basalt	248.174	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv11k	sv11	
	This study	DE-SPEC	sample direction.		193.6	-39	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF			sv11k	sv11	sv11k1
45	This study			-47									Igneous	Lava Flow	35.263	Basalt	248.174	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv11l	sv11	
40	This study			-50									Igneous	Lava Flow	35.263	Basalt	248.174	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv11m	sv11	
75	This study			-62									Igneous	Lava Flow	35.263	Basalt	248.174	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv11n	sv11	
	This study	DE-SPEC	sample direction.		197.7	-51.2	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF			sv11n	sv11	sv11n1
229.1	This study			-70									Igneous	Lava Flow	35.334	Basalt	248.156	FS-FD:SO-POM:SO-SUN	g		sv12a	sv12	
253.2	This study			-59									Igneous	Lava Flow	35.334	Basalt	248.156	FS-FD:SO-POM:SO-SUN	g		sv12b	sv12	
316.5	This study			-42									Igneous	Lava Flow	35.334	Basalt	248.156	FS-FD:SO-POM:SO-SUN	g		sv12c	sv12	
300.6	This study			-70									Igneous	Lava Flow	35.334	Basalt	248.156	FS-FD:SO-POM:SO-SUN	g		sv12d	sv12	
315.2	This study			-61.5									Igneous	Lava Flow	35.334	Basalt	248.156	FS-FD:SO-POM:SO-SUN	g		sv12e	sv12	
	This study		sample direction.		89.5	-21.1	1	0	1			0						DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF			sv12e	sv12	sv12e1
312.3	This study			-79									Igneous	Lava Flow	35.334	Basalt	248.156	FS-FD:SO-POM:SO-SUN	g		sv12f	sv12	
353.4	This study			-78									Igneous	Lava Flow	35.334	Basalt	248.156	FS-FD:SO-POM:SO-SUN	g		sv12g	sv12	
339.4	This study			-28									Igneous	Lava Flow	35.334	Basalt	248.156	FS-FD:SO-POM:SO-SUN	g		sv12h	sv12	
322.4	This study			-37									Igneous	Lava Flow	35.334	Basalt	248.156	FS-FD:SO-POM:SO-SUN	g		sv12i	sv12	
335	This study			-75									Igneous	Lava Flow	35.334	Basalt	248.156	FS-FD:SO-POM:SO-SUN	g		sv12j	sv12	
12	This study			-66									Igneous	Lava Flow	35.334	Basalt	248.156	FS-FD:SO-POM:SO-SUN	g		sv12k	sv12	
267	This study			-68									Igneous	Lava Flow	35.323	Basalt	248.285	FS-FD:SO-POM:SO-SUN	g		sv13a	sv13	
290.2	This study			-68									Igneous	Lava Flow	35.323	Basalt	248.285	FS-FD:SO-POM:SO-SUN	g		sv13b	sv13	
297.5	This study			-68									Igneous	Lava Flow	35.323	Basalt	248.285	FS-FD:SO-POM:SO-SUN	g		sv13c	sv13	
288.4	This study			-63									Igneous	Lava Flow	35.323	Basalt	248.285	FS-FD:SO-POM:SO-SUN	g		sv13d	sv13	
214.7	This study			-66									Igneous	Lava Flow	35.323	Basalt	248.285	FS-FD:SO-POM:SO-SUN	g		sv13e	sv13	
225.9	This study			-57									Igneous	Lava Flow	35.323	Basalt	248.285	FS-FD:SO-POM:SO-SUN	g		sv13f	sv13	
263.2	This study			-56									Igneous	Lava Flow	35.323	Basalt	248.285	FS-FD:SO-POM:SO-SUN	g		sv13g	sv13	
347.8	This study			-54									Igneous	Lava Flow	35.323	Basalt	248.285	FS-FD:SO-POM:SO-SUN	g		sv13h	sv13	
285.1	This study			-57									Igneous	Lava Flow	35.323	Basalt	248.285	FS-FD:SO-POM:SO-SUN	g		sv13i	sv13	
215.6	This study			-57									Igneous	Lava Flow	35.323	Basalt	248.285	FS-FD:SO-POM:SO-SUN	g		sv13j	sv13	
159	This study			-34									Igneous	Lava Flow	35.249	Basalt	248.31	FS-FD:SO-POM:SO-SUN	g		sv15a	sv15	
	This study	DE-SPEC	sample direction.		345.5	24.2	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv15a	sv15	sv15a1
248.4	This study			-68									Igneous	Lava Flow	35.249	Basalt	248.31	FS-FD:SO-POM:SO-SUN	g		sv15b	sv15	
	This study	DE-SPEC	sample direction.		346.2	26.6	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv15b	sv15	sv15b1
206.8	This study			-32									Igneous	Lava Flow	35.249	Basalt	248.31	FS-FD:SO-POM:SO-SUN	g		sv15c	sv15	
	This study	DE-SPEC	sample direction.		351.3	24.5	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv15c	sv15	sv15c1
227.2	This study			-20									Igneous	Lava Flow	35.249	Basalt	248.31	FS-FD:SO-POM:SO-SUN	g		sv15d	sv15	
	This study	DE-SPEC	sample direction.		355.3	24.4	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv15d	sv15	sv15d1
216.6	This study			-23									Igneous	Lava Flow	35.249	Basalt	248.31	FS-FD:SO-POM:SO-SUN	g		sv15e	sv15	
202.8	This study			-34									Igneous	Lava Flow	35.249	Basalt	248.31	FS-FD:SO-POM:SO-SUN	g		sv15f	sv15	
	This study	DE-SPEC	sample direction.		355.2	26.2	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv15f	sv15	sv15f1
250.7	This study			-44									Igneous	Lava Flow	35.249	Basalt	248.31	FS-FD:SO-POM:SO-SUN	g		sv15g	sv15	
230.1	This study			-30									Igneous	Lava Flow	35.249	Basalt	248.31	FS-FD:SO-POM:SO-SUN	g		sv15h	sv15	
	This study	DE-SPEC	sample direction.		3.4	26.5	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv15h	sv15	sv15h1
201	This study			-46									Igneous	Lava Flow	35.249	Basalt	248.31	FS-FD:SO-POM:SO-SUN	g		sv15i	sv15	
213.9	This study			-52.5									Igneous	Lava Flow	35.249	Basalt	248.31	FS-FD:SO-POM:SO-SUN	g		sv15j	sv15	
33	This study			-49									Igneous	Lava Flow	35.2401	Basalt	248.317	FS-FD:SO-POM:SO-SUN	g		sv16a	sv16	
	This study	DE-SPEC	sample direction.		350.6	28.4	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv16a	sv16	sv16a1
53.1	This study			-45									Igneous	Lava Flow	35.2401	Basalt	248.317	FS-FD:SO-POM:SO-SUN	g		sv16b	sv16	
	This study	DE-SPEC	sample direction.		352.3	28.9	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv16b	sv16	sv16b1
65.6	This study			-50									Igneous	Lava Flow	35.2401	Basalt	248.317	FS-FD:SO-POM:SO-SUN	g		sv16c	sv16	
	This study	DE-SPEC	sample direction.		358.7	23.6	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv16c	sv16	sv16c1
38.2	This study			-31									Igneous	Lava Flow	35.2401	Basalt	248.317	FS-FD:SO-POM:SO-SUN	g		sv16d	sv16	
89.3	This study			-38									Igneous	Lava Flow	35.2401	Basalt	248.317	FS-FD:SO-POM:SO-SUN	g		sv16e	sv16	
	This study	DE-SPEC	sample direction.		359.8	19.8	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv16e	sv16	sv16e1
108.8	This study			-53									Igneous	Lava Flow	35.2401	Basalt	248.317	FS-FD:SO-POM:SO-SUN	g		sv16f	sv16	
118.4	This study			-63									Igneous	Lava Flow	35.2401	Basalt	248.317	FS-FD:SO-POM:SO-SUN	g		sv16g	sv16	
91.5	This study			-74.5									Igneous	Lava Flow	35.2401	Basalt	248.317	FS-FD:SO-POM:SO-SUN	g		sv16h	sv16	
	This study		sample direction.		48	-61.3	1	0	1			0						DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF			sv16h	sv16	sv16h1
88	This study			-90									Igneous	Lava Flow	35.2401	Basalt	248.317	FS-FD:SO-POM:SO-SUN	g		sv16i	sv16	
84.1	This study			-37									Igneous	Lava Flow	35.2401	Basalt	248.317	FS-FD:SO-POM:SO-SUN	g		sv16j	sv16	
62.2	This study			-51									Igneous	Lava Flow	35.218	Basalt	248.557	FS-FD:SO-POM:SO-SUN	g		sv17a	sv17	
18.1	This study			-35									Igneous	Lava Flow	35.218	Basalt	248.557	FS-FD:SO-POM:SO-SUN	g		sv17b	sv17	
	This study		sample direction.		202.2	28.4	1	0	1			0						DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF			sv17b	sv17	sv17b1
0.3	This study			-63									Igneous	Lava Flow	35.218	Basalt	248.557	FS-FD:SO-POM:SO-SUN	g		sv17c	sv17	
29.1	This study			-30									Igneous	Lava Flow	35.218	Basalt	248.557	FS-FD:SO-POM:SO-SUN	g		sv17d	sv17	
38.9	This study			-32									Igneous	Lava Flow	35.218	Basalt	248.557	FS-FD:SO-POM:SO-SUN	g		sv17e	sv17	
7.7	This study			-40									Igneous	Lava Flow	35.218	Basalt	248.557	FS-FD:SO-POM:SO-SUN	g		sv17f	sv17	
6.4	This study			-49									Igneous	Lava Flow	35.218	Basalt	248.557	FS-FD:SO-POM:SO-SUN	g		sv17g	sv17	
0.3	This study			-40									Igneous	Lava Flow	35.218	Basalt	248.557	FS-FD:SO-POM:SO-SUN	g		sv17h	sv17	
17.1	This study			-47									Igneous	Lava Flow	35.218	Basalt	248.557	FS-FD:SO-POM:SO-SUN	g		sv17i	sv17	
	This study	DE-SPEC	sample direction.		131.9	62	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv17i	sv17	sv17i1
28.8	This study			-44									Igneous	Lava Flow	35.218	Basalt	248.557	FS-FD:SO-POM:SO-SUN	g		sv17j	sv17	
10.7	This study			-69									Igneous	Lava Flow	35.218	Basalt	248.557	FS-FD:SO-POM:SO-SUN	g		sv17k	sv17	
116.5	This study			-52									Igneous	Lava Flow	35.24	Basalt	247.813	FS-FD:SO-POM:SO-SUN	g		sv18a	sv18	
46	This study			-54									Igneous	Lava Flow	35.24	Basalt	247.813	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv18b	sv18	
90	This study			-48									Igneous	Lava Flow	35.24	Basalt	247.813	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv18c	sv18	
	This study	DE-SPEC	sample direction.		195.9	-56.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF			sv18c	sv18	sv18c1
105	This study			-47									Igneous	Lava Flow	35.24	Basalt	247.813	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv18d	sv18	
181	This study			-10									Igneous	Lava Flow	35.24	Basalt	247.813	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv18e	sv18	
273	This study			-19									Igneous	Lava Flow	35.24	Basalt	247.813	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv18f	sv18	
	This study	DE-SPEC	sample direction.		192.5	-56.8	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF			sv18f	sv18	sv18f1
227	This study			-21									Igneous	Lava Flow	35.24	Basalt	247.813	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv18g	sv18	
	This study	DE-SPEC	sample direction.		197.3	-55.5	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF			sv18g	sv18	sv18g1
282	This study			-22.5									Igneous	Lava Flow	35.24	Basalt	247.813	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv18h	sv18	
	This study	DE-SPEC	sample direction.		193.4	-57.4	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF			sv18h	sv18	sv18h1
196	This study			-20									Igneous	Lava Flow	35.24	Basalt	247.813	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv18i	sv18	
191	This study			-21									Igneous	Lava Flow	35.24	Basalt	247.813	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv18j	sv18	
88.9	This study			-68.5									Igneous	Lava Flow	35.664	Basalt	248.446	FS-FD:SO-POM:SO-SUN	g		sv19a	sv19	
29.4	This study			-77									Igneous	Lava Flow	35.664	Basalt	248.446	FS-FD:SO-POM:SO-SUN	g		sv19b	sv19	
306.2	This study			-57									Igneous	Lava Flow	35.664	Basalt	248.446	FS-FD:SO-POM:SO-SUN	g		sv19c	sv19	
	This study	DE-SPEC	sample direction.		219	32.4	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv19c	sv19	sv19c1
42.9	This study			-88									Igneous	Lava Flow	35.664	Basalt	248.446	FS-FD:SO-POM:SO-SUN	g		sv19d	sv19	
35.8	This study			-90									Igneous	Lava Flow	35.664	Basalt	248.446	FS-FD:SO-POM:SO-SUN	g		sv19e	sv19	
49.8	This study			-64									Igneous	Lava Flow	35.664	Basalt	248.446	FS-FD:SO-POM:SO-SUN	g		sv19f	sv19	
58.3	This study			-76									Igneous	Lava Flow	35.664	Basalt	248.446	FS-FD:SO-POM:SO-SUN	g		sv19g	sv19	
76.6	This study			-67									Igneous	Lava Flow	35.664	Basalt	248.446	FS-FD:SO-POM:SO-SUN	g		sv19h	sv19	
24.6	This study			-89.5									Igneous	Lava Flow	35.664	Basalt	248.446	FS-FD:SO-POM:SO-SUN	g		sv19i	sv19	
20.8	This study			-94									Igneous	Lava Flow	35.664	Basalt	248.446	FS-FD:SO-POM:SO-SUN	g		sv19j	sv19	
253.6	This study			-14.5									Igneous	Lava Flow	35.66	Basalt	248.462	FS-FD:SO-POM:SO-SUN	g		sv20a	sv20	
116.1	This study			-41.5									Igneous	Lava Flow	35.66	Basalt	248.462	FS-FD:SO-POM:SO-SUN	g		sv20b	sv20	
68	This study			-70									Igneous	Lava Flow	35.66	Basalt	248.462	FS-FD:SO-POM:SO-SUN	g		sv20c	sv20	
	This study	DE-SPEC	sample direction.		355.8	42.6	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv20c	sv20	sv20c1
92.5	This study			-63									Igneous	Lava Flow	35.66	Basalt	248.462	FS-FD:SO-POM:SO-SUN	g		sv20d	sv20	
263.8	This study			-43.5									Igneous	Lava Flow	35.66	Basalt	248.462	FS-FD:SO-POM:SO-SUN	g		sv20e	sv20	
236.2	This study			-34									Igneous	Lava Flow	35.66	Basalt	248.462	FS-FD:SO-POM:SO-SUN	g		sv20f	sv20	
259.8	This study			-83.5									Igneous	Lava Flow	35.66	Basalt	248.462	FS-FD:SO-POM:SO-SUN	g		sv20h	sv20	
237.9	This study			-72									Igneous	Lava Flow	35.66	Basalt	248.462	FS-FD:SO-POM:SO-SUN	g		sv20i	sv20	
245.1	This study			-35									Igneous	Lava Flow	35.66	Basalt	248.462	FS-FD:SO-POM:SO-SUN	g		sv20j	sv20	
97.5	This study			-66.5									Igneous	Lava Flow	35.66	Basalt	248.462	FS-FD:SO-POM:SO-SUN	g		sv20k	sv20	
215.9	This study			-77									Igneous	Lava Flow	35.645	Basalt	248.49	FS-FD:SO-POM:SO-SUN	g		sv21a	sv21	
206.5	This study			-68.5									Igneous	Lava Flow	35.645	Basalt	248.49	FS-FD:SO-POM:SO-SUN	g		sv21b	sv21	
210.6	This study			-63									Igneous	Lava Flow	35.645	Basalt	248.49	FS-FD:SO-POM:SO-SUN	g		sv21c	sv21	
217.8	This study			-54									Igneous	Lava Flow	35.645	Basalt	248.49	FS-FD:SO-POM:SO-SUN	g		sv21d	sv21	
201.4	This study			-59									Igneous	Lava Flow	35.645	Basalt	248.49	FS-FD:SO-POM:SO-SUN	g		sv21e	sv21	
293.1	This study			-48									Igneous	Lava Flow	35.645	Basalt	248.49	FS-FD:SO-POM:SO-SUN	g		sv21f	sv21	
215.3	This study			-38.5									Igneous	Lava Flow	35.645	Basalt	248.49	FS-FD:SO-POM:SO-SUN	g		sv21g	sv21	
	This study	DE-SPEC	sample direction.		76.7	-4.3	1	1	0			0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN:LP-DIR-AF			sv21g	sv21	sv21g1
224.9	This study			-24.5									Igneous	Lava Flow	35.645	Basalt	248.49	FS-FD:SO-POM:SO-SUN	g		sv21h	sv21	
257.6	This study			-17.5									Igneous	Lava Flow	35.645	Basalt	248.49	FS-FD:SO-POM:SO-SUN	g		sv21i	sv21	
	This study	DE-SPEC	sample direction.		132.2	-0.9	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv21i	sv21	sv21i1
264.9	This study			-88.5									Igneous	Lava Flow	35.645	Basalt	248.49	FS-FD:SO-POM:SO-SUN	g		sv21j	sv21	
340.3	This study			-10									Igneous	Lava Flow	35.645	Basalt	248.49	FS-FD:SO-POM:SO-SUN	g		sv21k	sv21	
199.7	This study			-54									Igneous	Lava Flow	35.588	Basalt	248.483	FS-FD:SO-POM:SO-SUN	g		sv22a	sv22	
199.2	This study			-34.5									Igneous	Lava Flow	35.588	Basalt	248.483	FS-FD:SO-POM:SO-SUN	g		sv22b	sv22	
253.5	This study			-24									Igneous	Lava Flow	35.588	Basalt	248.483	FS-FD:SO-POM:SO-SUN	g		sv22c	sv22	
	This study		sample direction.		263.2	-2.7	1	0	1			0						DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF			sv22c	sv22	sv22c1
220.5	This study			-24									Igneous	Lava Flow	35.588	Basalt	248.483	FS-FD:SO-POM:SO-SUN	g		sv22d	sv22	
283.5	This study			-14									Igneous	Lava Flow	35.588	Basalt	248.483	FS-FD:SO-POM:SO-SUN	g		sv22e	sv22	
227.2	This study			-64.5									Igneous	Lava Flow	35.588	Basalt	248.483	FS-FD:SO-POM:SO-SUN	g		sv22f	sv22	
230.7	This study			-68.5									Igneous	Lava Flow	35.588	Basalt	248.483	FS-FD:SO-POM:SO-SUN	g		sv22g	sv22	
246.9	This study			-59									Igneous	Lava Flow	35.588	Basalt	248.483	FS-FD:SO-POM:SO-SUN	g		sv22h	sv22	
228	This study			-42									Igneous	Lava Flow	35.588	Basalt	248.483	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv22i	sv22	
191.8	This study			-51									Igneous	Lava Flow	35.588	Basalt	248.483	FS-FD:SO-POM:SO-SUN	g		sv22j	sv22	
186.3	This study			-37									Igneous	Lava Flow	35.588	Basalt	248.483	FS-FD:SO-POM:SO-SUN	g		sv22k	sv22	
310.3	This study			-35									Igneous	Lava Flow	35.482	Basalt	248.641	FS-FD:SO-POM:SO-SUN	g		sv23a	sv23	
	This study	DE-SPEC	sample direction.		20.6	28.7	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv23a	sv23	sv23a1
283.9	This study			-37									Igneous	Lava Flow	35.482	Basalt	248.641	FS-FD:SO-POM:SO-SUN	g		sv23b	sv23	
	This study	DE-SPEC	sample direction.		17	29.3	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv23b	sv23	sv23b1
8.4	This study			-52									Igneous	Lava Flow	35.482	Basalt	248.641	FS-FD:SO-POM:SO-SUN	g		sv23c	sv23	
295.9	This study			-39									Igneous	Lava Flow	35.482	Basalt	248.641	FS-FD:SO-POM:SO-SUN	g		sv23d	sv23	
261.4	This study			-50.5									Igneous	Lava Flow	35.482	Basalt	248.641	FS-FD:SO-POM:SO-SUN	g		sv23e	sv23	
120.4	This study			-82									Igneous	Lava Flow	35.482	Basalt	248.641	FS-FD:SO-POM:SO-SUN	g		sv23f	sv23	
	This study	DE-SPEC	sample direction.		18.2	26.7	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv23f	sv23	sv23f1
122.2	This study			-54									Igneous	Lava Flow	35.482	Basalt	248.641	FS-FD:SO-POM:SO-SUN	g		sv23g	sv23	
	This study	DE-SPEC	sample direction.		25.1	29	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv23g	sv23	sv23g1
136.7	This study			-74.5									Igneous	Lava Flow	35.482	Basalt	248.641	FS-FD:SO-POM:SO-SUN	g		sv23h	sv23	
172.6	This study			-33									Igneous	Lava Flow	35.482	Basalt	248.641	FS-FD:SO-POM:SO-SUN	g		sv23i	sv23	
134.1	This study			-56									Igneous	Lava Flow	35.482	Basalt	248.641	FS-FD:SO-POM:SO-SUN	g		sv23j	sv23	
50.8	This study			-92									Igneous	Lava Flow	35.4673	Basalt	248.6415	FS-FD:SO-POM:SO-SUN	g		sv24a	sv24	
51.7	This study			-85									Igneous	Lava Flow	35.4673	Basalt	248.6415	FS-FD:SO-POM:SO-SUN	g		sv24b	sv24	
	This study	DE-SPEC	sample direction.		343	63.4	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv24b	sv24	sv24b1
69.7	This study			-86									Igneous	Lava Flow	35.4673	Basalt	248.6415	FS-FD:SO-POM:SO-SUN	g		sv24c	sv24	
	This study	DE-SPEC	sample direction.		356.8	58.6	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv24c	sv24	sv24c1
121	This study			-59									Igneous	Lava Flow	35.4673	Basalt	248.6415	FS-FD:SO-POM:SO-SUN	g		sv24d	sv24	
	This study	DE-SPEC	sample direction.		353.7	64.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv24d	sv24	sv24d1
119.2	This study			-55.5									Igneous	Lava Flow	35.4673	Basalt	248.6415	FS-FD:SO-POM:SO-SUN	g		sv24e	sv24	
118.9	This study			-54									Igneous	Lava Flow	35.4673	Basalt	248.6415	FS-FD:SO-POM:SO-SUN	g		sv24f	sv24	
347.8	This study			-74.5									Igneous	Lava Flow	35.4673	Basalt	248.6415	FS-FD:SO-POM:SO-SUN	g		sv24g	sv24	
	This study	DE-SPEC	sample direction.		317.5	63.2	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv24g	sv24	sv24g1
38	This study			-88.5									Igneous	Lava Flow	35.4673	Basalt	248.6415	FS-FD:SO-POM:SO-SUN	g		sv24h	sv24	
	This study	DE-SPEC	sample direction.		348.8	63.6	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv24h	sv24	sv24h1
16.4	This study			-99.5									Igneous	Lava Flow	35.4673	Basalt	248.6415	FS-FD:SO-POM:SO-SUN	g		sv24i	sv24	
	This study	DE-SPEC	sample direction.		335.1	62.7	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv24i	sv24	sv24i1
47.7	This study			-64									Igneous	Lava Flow	35.4673	Basalt	248.6415	FS-FD:SO-POM:SO-SUN	g		sv24j	sv24	
	This study	DE-SPEC	sample direction.		315.9	64.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv24j	sv24	sv24j1
54.4	This study			-60.5									Igneous	Lava Flow	35.4673	Basalt	248.6415	FS-FD:SO-POM:SO-SUN	g		sv24k	sv24	
350.5	This study			-48									Igneous	Lava Flow	35.6243	Basalt	248.2548	FS-FD:SO-POM:SO-SUN	g		sv25a	sv25	
292.5	This study			-40									Igneous	Lava Flow	35.6243	Basalt	248.2548	FS-FD:SO-POM:SO-SUN	g		sv25b	sv25	
255.5	This study			-66									Igneous	Lava Flow	35.6243	Basalt	248.2548	FS-FD:SO-POM:SO-SUN	g		sv25c	sv25	
292.5	This study			-39									Igneous	Lava Flow	35.6243	Basalt	248.2548	FS-FD:SO-POM:SO-SUN	g		sv25d	sv25	
298.8	This study			-22									Igneous	Lava Flow	35.6243	Basalt	248.2548	FS-FD:SO-POM:SO-SUN	g		sv25e	sv25	
334.4	This study			-41									Igneous	Lava Flow	35.6243	Basalt	248.2548	FS-FD:SO-POM:SO-SUN	g		sv25f	sv25	
330	This study			-41									Igneous	Lava Flow	35.6243	Basalt	248.2548	FS-FD:SO-POM:SO-SUN	g		sv25g	sv25	
334.8	This study			-48									Igneous	Lava Flow	35.6243	Basalt	248.2548	FS-FD:SO-POM:SO-SUN	g		sv25h	sv25	
300.5	This study			-59									Igneous	Lava Flow	35.6243	Basalt	248.2548	FS-FD:SO-POM:SO-SUN	g		sv25i	sv25	
345.5	This study			-36									Igneous	Lava Flow	35.6243	Basalt	248.2548	FS-FD:SO-POM:SO-SUN	g		sv25j	sv25	
	This study	DE-SPEC	sample direction.		274.6	36.6	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv25j	sv25	sv25j1
346.3	This study			-67									Igneous	Lava Flow	35.5887	Basalt	248.3583	FS-FD:SO-POM:SO-SUN	g		sv26a	sv26	
338.7	This study			-80									Igneous	Lava Flow	35.5887	Basalt	248.3583	FS-FD:SO-POM:SO-SUN	g		sv26b	sv26	
322.7	This study			-80									Igneous	Lava Flow	35.5887	Basalt	248.3583	FS-FD:SO-POM:SO-SUN	g		sv26c	sv26	
253.2	This study			-63									Igneous	Lava Flow	35.5887	Basalt	248.3583	FS-FD:SO-POM:SO-SUN	g		sv26d	sv26	
	This study		sample direction.		174.6	25.8	1	0	1			0						DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF			sv26d	sv26	sv26d1
294.9	This study			-68.5									Igneous	Lava Flow	35.5887	Basalt	248.3583	FS-FD:SO-POM:SO-SUN	g		sv26e	sv26	
299.7	This study			-65									Igneous	Lava Flow	35.5887	Basalt	248.3583	FS-FD:SO-POM:SO-SUN	g		sv26f	sv26	
270.1	This study			-69									Igneous	Lava Flow	35.5887	Basalt	248.3583	FS-FD:SO-POM:SO-SUN	g		sv26g	sv26	
	This study	DE-SPEC	sample direction.		167.9	-62.8	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv26g	sv26	sv26g1
249.3	This study			-63									Igneous	Lava Flow	35.5887	Basalt	248.3583	FS-FD:SO-POM:SO-SUN	g		sv26h	sv26	
	This study	DE-SPEC	sample direction.		150.7	-71.5	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv26h	sv26	sv26h2
223.2	This study			-74									Igneous	Lava Flow	35.5887	Basalt	248.3583	FS-FD:SO-POM:SO-SUN	g		sv26i	sv26	
	This study	DE-SPEC	sample direction.		137.9	-66.4	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv26i	sv26	sv26i1
